Sales Package,Model Number,Part Number,Series,Color,Type,Suitable For,Battery Backup,Power Supply,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Expandable Memory,Graphic Processor,Number of Cores,Operating System,Mic In,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Pointer Device,Included Software,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,price,off_percentage,rating,Model Name,Battery Cell,Clock Speed,Backlit Keyboard,Processor Generation,Cache,OS Architecture,Supported Operating System,HDMI Port,Hardware Interface,Finger Print Sensor,EMMC Storage Capacity,RAM Frequency,System Architecture,Chipset,RPM,Multi Card Slot,Sound Chip,Ethernet,Security Chip,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,RJ45,Refresh Rate,HDD Capacity,Memory Slots,Lock Port,Antivirus,Other Accessories,NFC Support,Dock Port,Firewire Port,RJ11,VGA Port,Read/Write Speed,Laptop Bag,TGP,Stylus Included,Inbuilt 4G LTE,Color Gamut,Brightness,Wireless WAN,Recovery Options,International Warranty,Face Recognition,S-video,Optane Memory,Cloud Storage
"LAPTOP, USER MANUALS, ADAPTER",S14 GEN-3,82TW001CIH,S14,Iron Grey,Business Laptop,"Performance, Processing & Multitasking, Travel & Business, Everyday Use",5-8 Hours,45W,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1235U,YES,Intel Integrated INTEL,,Windows 11 Pro,,"TYPE C, USB 3.0, USB 2.0, HDMI, AUDIO JACK",No,35.56 cm (14 inch),1920 X 1080 pixel,"35.56cms (14) FHD (1920 x 1080), IPS, Anti-Glare, Non-Touch, 45% NTSC, 300 Nits, 60Hz","Stereo, Dolby Audio",,,Wi-Fi 6 11AX (2x2),5.1,,1.5 kg,Not Available,720p HD with PrivacyShutter,,,,"35.56cms (14) FHD (1920 x 1080), IPS, Anti-Glare, Non-Touch, 45% NTSC, 300 Nits, 60Hz,720p HD with PrivacyShutter",3 YEAR BRAND WARRANTY,ONSITE,AGAINST MANUFACTURING DEFECTS,DAMAGE,,"₹54,999",45% off,,S14,3,4.40GHZ,Yes,12th Gen,,64 bit,,YES,,Yes,,3200 MHz,64 BIT,INTEL,,,,,,,,,,,2,,,,,,,,,,Yes,,,,,,,,,,,,
"Laptop, battery, power adapter, user guide",FA577XV-HQ036WS,90NR0DY8-M002P0,TUF Gaming A15 (2023) with 90WHr Battery,Jaeger Gray,Gaming Laptop,Gaming,,,Yes,AMD,Ryzen 9 Octa Core,Yes,1 TB,16 GB,DDR5,7940HS,,NVIDIA GeForce RTX 4060,,Windows 11 Home,,"1 x Type C USB 4 support DisplayPort, 1 x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery / G-SYNC, 2 x USB 3.2 Gen 1 Type-A",No,39.62 cm (15.6 Inch),2560 x 1440 PIxel,"WQHD (2560 x 1440) 16:9 aspect ratio, LED Backlit LCD, IPS-level Panel, Anti-glare display, 165Hz refresh rate, 3ms response time, 300nits Brightness, 100% DCI-P3 color gamut, G-Sync technology",Yes,Yes,,Wi-Fi 6(802.11ax) (Dual band) 2*2,v5.3,354 x 251 x 24.9 mm,2.20 Kg,Not Available,720P HD camera,Backlit Chiclet Keyboard 1-Zone RGB,,,,1 Year Onsite Warranty,Onsite,Manufacturing Damage,Physical Damage,,"₹1,52,976",16% off,,FA577XV-HQ036WS,4 Cell,4.0 GHz with Max Turbo Boost Frequency Up to 5.2 GHz,Yes,,,,,,,,,,,,,,,,,GDDR6,8 GB,,165 Hz,,,,,,,,,,,,,140 W,,,,,,,,,,,
"Laptop, Battery, Adapter, Cables and User Manuals, ROG Ranger BP2701 Gaming Backpack, ROG Delta headset, Palm rest, ROG Chakram Core mouse P511, ROG X DL2 - Thank you card",GX650RXZ-LO227WS,90NR0921-M00F80,ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery,Black,Gaming Laptop,Gaming,,280W AC Adapter,Yes,AMD,Ryzen 9 Octa Core,Yes,2 TB,32 GB,DDR5,6900HX,,NVIDIA GeForce RTX 3080 Ti,8,Windows 11 Home,Yes,,No,40.64 cm (16 Inch),2560 x 1600 Pixel,"ROG Nebula HDR Display [ QHD+ Mini-LED Backlit LCD, 165Hz Refresh Rate, 3ms Response Time, Touch Screen, 16:10 Aspect ratio, 1100nits Brightness, 100,000:1 Contrast ratio, 100%, DCI-P3, Glossy display, FreeSync Premium Pro Adaptive-Sync technology, Pantone Validated]",Built-in Speakers,Built-in Microphone,Dolby Atmos Hi-Res certification,Wi-Fi 6E(802.11ax) (Dual band) 2x2,v5.2,355 x 266 x 21.0 mm,2.60 Kg,Not Available,720P HD IR Camera for Windows Hello,Backlit Chiclet Keyboard Per-Key RGB,,,90WHrs Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹3,91,990",16% off,,GX650RXZ-LO227WS,4 Cell,3.3 GHz upto max turbo frequency at 4.9 Ghz,Yes,,20,64 bit,Windows 11 Home,1 x HDMI 2.1,,,,,,,,,,,,GDDR6,16 GB,Yes,,,,,,"ROG Ranger BP2701 Gaming Backpack, ROG Delta headset, Palm rest, ROG Chakram Core mouse P511, ROG X DL2 - Thank you card",,,,,,,,,,,,,,,,,,,
"Laptop, battery, adapter, cables and user manuals",G533ZX-LN024WS,90NR08E2-M000H0,ROG Strix SCAR 15 (2022),Off Black,Gaming Laptop,Gaming,,,Yes,Intel,Core i9,Yes,1 TB,32 GB,DDR5,12900H,64,NVIDIA GeForce RTX 3080 Ti,14,Windows 11 Home,Yes,"1 x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery / G-SYNC, 2 x USB 3.2 Gen 2 Type-A",No,39.62 cm (15.6 inch),2560 x 1440 Pixel,"WQHD Refresh Rate 240Hz, Response Time (G2G) 3ms, Viewing Angle 85/85/85/85, IPS-level, Brightness 300, Anti-glare display",Built-in Speaker,Built-in array microphone,Smart Amplifier Technology,Wi-Fi 6E(802.11ax),v5.2,354 x 259 x 27.2 mm,2.30 Kg,Not Available,,Backlit Chiclet Keyboard Per-Key RGB,,,90 Whrs Li-ion polymer Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"₹2,79,000",22% off,5,G533ZX-LN024WS,4 cell,2.5 GHz upto max turbo frequency at 5.0 Ghz,Yes,12th Gen,24M,64 bit,Windows 11 Home,1 x HDMI 2.1 port,NVMe PCIe,,,,,,,,,10/100/1000/2500 Mbps,,GDDR6,16 GB,,240 Hz,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, battery, power adapter, user guide",FA577XU-LP041WS,90NR0ED8-M002C0,TUF Gaming A15 (2023) with 90WHr Battery,Jaeger Gray,Gaming Laptop,Gaming,,,Yes,AMD,Ryzen 9 Octa Core,Yes,1 TB,16 GB,DDR4,7940HS,,NVIDIA GeForce RTX 4050,,Windows 11 Home,,"1 x Type C USB 4 support DisplayPort, 1 x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery / G-SYNC, 2 x USB 3.2 Gen 1 Type-A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit LCD, vIPS-level Panel, Anti-glare display, 144Hz refresh rate, 250nits Brightness, 100% sRGB color gamut, G-Sync technology",Yes,Yes,,Wi-Fi 6(802.11ax) (Dual band) 2*2,v5.3,354 x 251 x 24.9 mm,2.20 Kg,Not Available,720P HD camera,Backlit Chiclet Keyboard 1-Zone RGB,,,,1 Year Onsite Warranty,Onsite,Manufacturing Damage,Physical Damage,,"₹1,31,990",69% off,,FA577XU-LP041WS,4 Cell,4.0 GHz with Max Turbo Boost Frequency Up to 5.2 GHz,Yes,,,,,,,,,,,,,,,,,GDDR6,6 GB,,144 Hz,,,,,,,,,,,,,140 W,,,,,,,,,,,
"Laptop, Manual, Adaptor",FA506IHRZ-HN113W,FA506IHRZ-HN113W,,Black,Gaming Laptop,Gaming,3 Hours,,No,AMD,Ryzen 5 Quad Core,Yes,512 GB,16 GB,DDR4,,,NVIDIA GeForce GTX GTX1650- 4GB,,Windows 11 Home,,,No,39.62 cm (15.6 inch),1920*1080 pixel,,,,,,YES,,,Not Available,,,,,,1 Year domestic Warranty,On Site,Manufacturer Defect,all type Damage,,"₹60,500",24% off,,FA506IHRZ-HN113W,,,,10th Gen,,,,,,,,,,,,,,,,DDR4,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",15-eg3036TU,7S4P3PA#ACJ,Pavilion (2023) Intel,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i7,Yes,1 TB,16 GB,DDR4,1360P,,Intel Integrated Integrated,12,Windows 11 Home,Yes,"1 x USB Type-C 10Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate,",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, IPS, micro-edge, Anti-Glare, Brightness: 250 nits, Color Gamut: 45% NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,,Realtek Wi-Fi 6 (2x2),v5.3,360 x 234 x 17.9,1.75 Kg,Not Available,HP Wide Vision 720p HD camera,"Full-size, backlit, Natural Silver keyboard with numeric keypad",,,41 Wh Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹91,500",11% off,4.7,15-eg3036TU,3 Cell,3.70GHz Upto 5.00GHz,Yes,13th Gen,18 MB,64 bit,Windows 11 Home,1 x HDMI 2.1,,,,,64 bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",G513RM-HQ271WS,90NR0845-M00EB0,ROG Strix G15 (2022) with 90Whr Battery,Eclipse Gray,Gaming Laptop,Gaming,No,240W Adapter,Yes,AMD,Ryzen 7 Octa Core,Yes,1 TB,16 GB,DDR5,AMD R7-6800H,,NVIDIA GeForce RTX 3060,8,Windows 11 Home,Yes,"1 x USB 3.2 Gen 2 Type-C, 1 x USB 3.2 Gen 2 Type-C Support DisplayPort/ Power Delivery / G-SYNC, 2 x USB 3.2 Gen 1 Type-A",No,39.62 cm (15.6 inch),2560 x 1440 Pixel,"WQHD, IPS Level, 165 Hz Refresh Rate, 3ms Response Time, 170 Degree Viewing Angle, 300nits Brightness, 1:1000 Contrast, 100% DCI-P3, Anti-glare Display, Adaptive Sync, Supports Dolby Vision HDR",Dual Speaker System with Smart Amplifier Technology,Built-in array microphone,"AI Noise Canceling Technology, Dolby Atmos, Hi-Res Certification, Smart Amp Technology",Wi-Fi 6E(802.11ax) (Dual band) 2 x 2,v5.2,354 x 259 x 22.6 mm,2.30 kg,Not Available,,Backlit Chiclet Keyboard 4-Zone RGB,,Microsoft Office Home & Student,"90WHrs, 4S1P, 4 Cell Li-ion",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹1,10,990",37% off,4.6,G513RM-HQ271WS,4 Cell,Max Boost Frequency Upto 4.7 GHz,Yes,,20 MB,,Windows 11 Home,1 x HDMI 2.0b,PCIe 4.0 NVMe M.2,,,4800 MHz,,,,,,10/100/1000/2500 Mbps,BIOS Administrator Password and User Password Protection Trusted Platform Module (Firmware TPM),GDDR6,6 GB,Yes,165 Hz,,2,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",15-EH2050AU,7Z1H8PA,,Natural Silver,Laptop,Travel & Business,UPTO 8 HRS,,Yes,AMD,Core i5,Yes,512 GB,8 GB,DDR4,,,AMD Radeon AMD Radeon Integrated,,Windows 11 Home,,,No,38.1 cm (15 inch),1920 x 1080 pixel,,,,,,YES,,,Not Available,,,,,,1-year warranty,Onsite,Manufacturing Defects,Physical Damage,,"₹53,790",15% off,,Pavilion,,,,13th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",FX506HCB-HN225T,90NR0724-M06680,TUF Gaming F15,Graphite Black,Gaming Laptop,Gaming,,180W AC Adapter,No,Intel,Core i7,Yes,1 TB,16 GB,DDR4,11800H,,NVIDIA GeForce RTX 3050,8,Windows 10 Home,Yes,"3 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 2 Type-C support DisplayPort",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare Display (16:9, 250nits Brightness, NTSC: 45% Color Gamut, Value IPS-level)",Built-in Speaker,Built-in array microphone,"2 x 2W speaker, DTS software",802.11ax,v5.2,359 x 256 x 22.8 mm,2.30 kg,Not Available,720P HD camera,Backlit Chiclet Keyboard RGB,,,90WHrs Li-ion,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹93,990",31% off,4.5,FX506HCB-HN225T,4 Cell,2.3 GHz up to 4.6 GHz,Yes,11th Gen,24,64 bit,,1x HDMI 2.0b,PCIe NVMe,No,,,,,,,,,,GDDR6,4 GB,,144 Hz,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",m15R3,D569918WIN9,,Lunar Light,Gaming Laptop,Gaming,Upto 12 hours,,Yes,Intel,Core i7,Yes,1 TB,16 GB,DDR4,10750H,Upto 32 GB,NVIDIA GeForce RTX 2070,6,Windows 10 Home,Yes,"2 x USB 3.2 (1st Gen), 1 x USB 3.2 (Power Share), 1 x USB Type C",No,39.62 cm (15.6 inch),3840 x 2160 Pixel,"UHD OLED Backlit Display (60 Hz Refresh Rate, 1ms 400 nits DCI-P3 Color Gamut with Tobii Eye Tracking Technology)",Built-in Dual Speakers,Built-in Microphone,Klipsch,Killer Wi-Fi 6 AX1650,v5.0,276 x 360 x 19.7 mm,2.5 kg,Not Available,HD Webcam,English International Backlit Keyboard,Touchpad,Microsoft Office Home and Student 2019,Li-ion Battery,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹2,50,000",14% off,4,,,2.6 GHz with Turbo Boost Upto 5 GHz,Yes,10th Gen,12 MB,64 bit,,1 x HDMI Port (v1.4b),SATA,No,,2666 MHz,64 bit,,,"3-in-1 Card Reader (SD, SDHC, SDXC)",,,,GDDR6,8 GB,Yes,,,2 Slots,Kensington Lock Port,,,,,,,,,,,,,,,,,,,,,
"Laptop, battery, power adapter, user guide",G614JU-N3221WS,90NR0CC1-M00D10,ROG Strix G16 (2023) with 90WHr Battery Intel HX-Series,Gray,Gaming Laptop,Gaming,,,Yes,Intel,Core i5,Yes,1 TB,16 GB,DDR5,13450HX,,NVIDIA GeForce RTX 4050,,Windows 11 Home,,"1 x Thunderbolt 4 support DisplayPort / power delivery, 1 x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery, 2 x USB 3.2 Gen 2 Type-A",No,40.64 cm (16 Inch),1920 x 1200 Pixel,"Full HD+, WUXGA, 165Hz, 7ms, 170, IPS-level, 250, 1000:1, 72%, 100%, 75.35%, Anti-glare display",Yes,Yes,,Wi-Fi 6E(802.11ax) (Triple band) 2*2,v5.3,354 x 264 x 30.4 mm,2.50 Kg,Not Available,720P HD camera,Backlit Chiclet Keyboard 4-Zone RGB,,,,1 Year Onsite Warranty,Onsite,Manufacturing Damage,Physical Damage,,"₹1,44,990",45% off,,G614JU-N3221WS,4 Cell,Max Turbo Frequency up to 4.6 GHz,Yes,13th Gen,,,,,,,,,,,,,,,,GDDR6,6 GB,,165 Hz,,,,,,,,,,,,,140 W,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",PH16-71,NH.QJSSI.001,Predator (2023),Abyssal Black,Gaming Laptop,Gaming,,,No,Intel,Core i9,Yes,1 TB,32 GB,DDR5,13900HX,,NVIDIA GeForce RTX 4080,,Windows 11 Home,Yes,,No,40.64 cm (16 Inch),2560 x 1600 Pixel,"WQXGA with IPS (In-Plane Switching) technology, high-brightness (SDR mode 600 nits / HDR mode 1000 nits), high color gamut (DCI-P3 100%), Acer ComfyView LED-backlit TFT LCD, intergrated Mini LED technology. Supporting frame rate 250Hz and HDR 1000",,Yes,,Intel Killer Wireless Wi-Fi 6E 1675i,v5.2,,,Not Available,1080p HD video at 60 fps with Temporal Noise Reduction,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹2,49,990",16% off,,PH16-71,,1.80 GHz up to 5.40 GHz,Yes,13th Gen,,,Windows 11 Home,,,,,,,,,,,,,GDDR6,12 GB,,,,,,,,,,,,,,,,,,,,,,1 Year,,,,
"Laptop, battery, power adapter, user guide",E1404GA-NK321WS,90NB0ZW1-M000J0,Vivobook Go 14 (2023) Intel - N305,Cool Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,N305,,Intel Integrated UHD,,Windows 11 Home,,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display",Built-in Speakers,Yes,,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.0,324.5 x 213.9 x 17.9 mm,1.38 Kg,Not Available,720p HD camera With privacy shutter,Chiclet Keyboard,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹38,990",23% off,4.5,E1404GA-NK321WS,3 Cell,Max turbo frequency at 3.8 Ghz,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, battery, power adapter, user guide, Laptop Bag",stealth gs66 12ugs-038in,9S7-16V512-042,Stealth GS66,Black,Gaming Laptop,Gaming,,240W Slim adapter,No,Intel,Core i7,Yes,1 TB,32 GB,DDR5,12700H,,NVIDIA GeForce RTX 3070 Ti,,Windows 11 Home,Yes,"1x Type-C DP / Thunderbolt 4, 2x Type-C 3.2 Gen 2, 2x Type-A 3.2 Gen 2",No,39.62 cm (15.6 Inch),2560 x 1440 Pixels,QHD (240Hz DCI-P3 100% typical),Built in dual speakers,Yes,Realtek ALC 298,Intel Killer Wi-Fi 6E AX1675(i),v5.2,358 x 248 x 19.8 mm,2.1 Kg,Not Available,720p + IR,Per key RGB steel series,,,,2 Year On-Site Warranty,On-Site & Carry-In,Part Failure,"Physical Damage, Burn, Liquid Spill",2 Year,"₹2,75,990",12% off,,Stealth GS66 12UGS,4,4.7,,12th Gen,,64 bit,Windows 11 Home,1x HDMI,NVMe PCIe,,,,64,,,,,Yes,,GDDR6,8 GB,Yes,144 Hz,,,,,,,,,,,,Yes,,,,,,,,,,,,
"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",GS65,9S7-16Q411-206,Stealth,Black,Gaming Laptop,Gaming,,230 W AC Adapter,No,Intel,Core i7,Yes,512 GB,16 GB,DDR4,8750H,,NVIDIA GeForce RTX 2060,6,Windows 10 Home,Yes,"1 x USB 3.1 Type C, 3 x USB 3.1 Type A",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit IPS Display (With 144 Hz Refresh Rate),Built-in Dual Speakers,Built-in Microphone,"2 x 2 W Speakers, Sound by Dynaudio",Killer Wireless 1550 (2x2),v5.0,357 x 247 x 18 mm,1.88 kg,Not Available,HD 720P Webcam,Per-key Backlight RGB Keyboard by Steelseries (Single Color - White),Touchpad,"SteelSeries Engine 3, Cooler Boost Trinity, Dragon Center 2.0, Nahimic 3, True Color 2.0",Li-ion Battery,2 Years Carry In Warranty,Carry In,Part Failure,"Physical Damage, Burn, Liquid Spill",2 Year,"₹1,74,490",8% off,4.8,,4 cell,2.2 GHz with Turbo Boost Upto 4.1 GHz,Yes,8th Gen,9 MB,64 bit,,1 x HDMI Port,,,,,64 bit,,,,,Killer Ethernet E2500,,GDDR6,6 GB,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, AC Adapter, User Guide, Manuals",D552266WIN9S,D552266WIN9S,,Titan Grey,Laptop,Processing & Multitasking,UPTO 6 HRS,,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,16 GB,DDR4,,,Intel Integrated,,Windows 11 Home,,,No,40.64 cm (16 inch),1920 x 1080 pixel,,,,,,YES,,,Not Available,,,,,,1 YEAR,ONSITE,MANUFACTURING DAMAGE,PHYSICAL DAMAGE,,"₹60,990",28% off,,Vostro 5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",UX5304VA-NQ541WS,90NB0Z93-M009A0,"Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO",Ponder Blue,Thin and Light Laptop,Processing & Multitasking,,65W AC Adapter,Yes,Intel,Core i5,Yes,512 GB,16 GB,LPDDR5,1335U,,Intel Integrated Integrated,10,Windows 11 Home,Yes,"1 x USB 3.2 Gen 2 Type-A, 2 x Thunderbolt 4 supports display / power delivery",No,33.78 cm (13.3 Inch),2880 x 1800 Pixel,"2.8K (2880 x 1800) OLED 16:10 aspect ratio, Glossy display, 0.2ms response time, 550nits HDR peak Brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500, 1.07 billion Color depth, PANTONE Validated, 70% less harmful blue light, TUV Rheinland-certified, 85 % Screen-to-body ratio",Built-in Speakers,Built-in Array Digital Microphones,,Wi-Fi 6E(802.11ax) (Dual band) 2 x 2,v5.0,296.2 x 216.3 x 10.9 ~ 11.8,1.00 kg,Not Available,FHD camera with IR function to support Windows Hello,Backlit Chiclet Keyboard,,,63 WHrs Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹1,04,990",18% off,,UX5304VA-NQ541WS,4 Cell,Upto 4.60GHz,Yes,13th Gen,12 MB,,Windows 11 Home,1 x HDMI 2.1 TMDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide",S433EA-AM702TS,90NB0RL3-M04970,VivoBook Ultra S14,Dreamy White,Thin and Light Laptop,Processing & Multitasking,,65W AC Adapter,Yes,Intel,Core i7,Yes,512 GB,8 GB,DDR4,1165G7,,Intel Integrated Iris Xe,4,Windows 10 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 2 x USB 2.0 Type-A ,1 x Thunderbolt 4 Supports Display / Power Delivery",No,35.56 cm (14 inch),1920 x 1080 Pixels,"Full HD LED Backlit Anti Glare Display (16:9, 250 nits Brightness, sRGB: 100% Color Gamut, IPS-level Panel)",Built-in Speaker,Built-in Microphone,"Audio by ICEpower, Harman/Kardon (Mainstream)",Wi-Fi 6 (802.11ax) Dual Band (2*2),v5.0,324 x 213 x 15.9,1.40 Kg,Not Available,720p HD Webcam,Backlit Chiclet Keyboard,Touchpad,"Microsoft Office Home and Student 2019, Splendid (All Models), Tru2Life (Intel Platform Models), Link to MyASUS (All Models, Bluetooth Needed)","BIOS Booting User Password Protection, Cortana Support, 50WHrs, 3S1P, 3-cell Li-ion, ø4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz Universal",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹70,990",26% off,4.2,,3 Cell,2.8 GHz with Turbo Boost Upto 4.7 GHz,Yes,11th Gen,12,64 bit,,1 x HDMI 1.4,PCIe NVMe,Yes,,,64,NA,,1 x Micro SD Card Reader,,,Trusted Platform Module (Firmware TPM),,,,,,,,,,,,,,,,,,,,,,,,,,,32 GB,
"Laptop, Power Adaptor, User Guide, Warranty Documents",XL25,71008300541,INBook X2 Plus,Blue,Thin and Light Laptop,Processing & Multitasking,Upto 10 Hours,65W AC Adapter,No,Intel,Core i5,Yes,512 GB,8 GB,LPDDR4X,1155G7,,Intel Integrated Iris Xe,,Windows 11 Home,Yes,2 x USB 3.0,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"IPS FHD Display (300nits peak brightness, 100% sRGB, NTSC 72%)",Built-in Speakers,,,Wi-Fi 5 (802.11ac),v 5.1,,1.58 Kg,Not Available,1080P FHD Webcam,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,"₹42,990",21% off,4.1,XL25,,MaxTurbo Frequency up to 4.50GHz,Yes,11th Gen,,64 bit,Windows 11 Home,1 x HDMI 1.4,,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, User manual, Adapter",15-fe0028TU,8C4R7PA#ACJ,Envy x360 (2023) Intel,Nightfall Black,Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,Yes,512 GB,16 GB,LPDDR5,1335U,,Intel Integrated Iris Xe,,Windows 11 Home,,"2 x Thunderbolt 4 with USB Type-C 40Gbps signaling rate, 1 x USB Type-A 10Gbps signaling rate (HP Sleep and Charge), 1 x USB Type-A 10Gbps signaling rate",Yes,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD,OLED, multitouch-enabled, UWVA, edge-to-edge glass, micro-edge, Low Blue Light, SDR Brightness: 400 nits, HDR Brightness: 500 nits Color Gamut: 100% DCI-P3",Yes,Yes,,Intel Wi-Fi 6E AX211 (2x2),v5.3,357 x 236 x 18.4 mm,2.14 Kg,Not Available,HP Wide Vision 5MP IR camera,"Full-size, backlit, nightfall black opaque keyboard",,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,"₹97,490",11% off,,15-fe0028TU,,Max Turbo Frequency up to 4.6 GHz,Yes,13th Gen,,,,1 x HDMI 2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",15s- fq2673AU,6N046PA#ACJ,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1115G4,,Intel Integrated UHD,2,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"""Full HD, micro-edge,anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC """,Built-in Speakers,Built-in Dual Array Digital Microphones,Harman/ Kardon (Mainstream),Realtek RTL8821CE 802.11b/g/n/ac (2x2),v5.0,358 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision HD Camera,Full-size island-style Natural Silver keyboard with numeric keypad,,,41 Wh Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹39,590",23% off,4,15s- fq2673AU,3 Cell,"Base Clock 1.70 Ghz, Max Turbo Boost Frequency Up to 4.10 GHz",No,11th Gen,6,64 bit,Windows 11 Home,1 x HDMI 1.4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
